_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,sentence,tones
{},False,{},1279,2023-12-17 09:46:31,False,,,DenseRatingRemnantTrial,1156,1156,True,1156,25,22,feature_rating,"{""sentence"": ""I could not have done the decorating without your help."", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""I could not have done the decorating without your help."", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""4""}}",True,1498.0,,,12.772,990.0,1040.0,50.0,0,default,DenseRatingRemnantTrial,Info,I could not have done the decorating without your help.,"[""appreciative""]"
{},False,{},1280,2023-12-17 09:46:32,False,,,DenseRatingRemnantTrial,1799,1799,True,1799,19,18,feature_rating,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""resigned""], ""answer"": {""resigned"": ""1""}}",True,1494.0,,,7.265,2590.0,2640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight.","[""resigned""]"
{},False,{},1281,2023-12-17 09:46:35,False,,,DenseRatingRemnantTrial,978,978,True,978,26,23,feature_rating,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""skeptical""]}",True,False,,0.0,,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""skeptical""], ""answer"": {""skeptical"": ""2""}}",True,1493.0,,,3.841,1440.0,1490.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Well, I do not agree at all.","[""skeptical""]"
{},False,{},1282,2023-12-17 09:46:36,False,,,DenseRatingRemnantTrial,298,298,True,298,15,15,feature_rating,"{""sentence"": ""They shouldn`t have hurt him."", ""tones"": [""surprised""]}",True,False,,0.0,,"{""sentence"": ""They shouldn`t have hurt him."", ""tones"": [""surprised""], ""answer"": {""surprised"": ""4""}}",True,1510.0,,,19.825,3390.0,3440.0,50.0,0,default,DenseRatingRemnantTrial,Info,They shouldn`t have hurt him.,"[""surprised""]"
{},False,{},1283,2023-12-17 09:46:36,False,,,DenseRatingRemnantTrial,689,689,True,689,21,19,feature_rating,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""annoyed""]}",True,False,,0.0,,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""annoyed""], ""answer"": {""annoyed"": ""1""}}",True,1495.0,,,4.324,2340.0,2390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"You have done exceedingly well, I am so happy.","[""annoyed""]"
{},False,{},1284,2023-12-17 09:46:39,False,,,DenseRatingRemnantTrial,1440,1440,True,1440,22,20,feature_rating,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""reflective""], ""answer"": {""reflective"": ""2""}}",True,1499.0,,,8.622,1440.0,1490.0,50.0,0,default,DenseRatingRemnantTrial,Info,I was so thankful for your help.,"[""reflective""]"
{},False,{},1285,2023-12-17 09:46:40,False,,,DenseRatingRemnantTrial,478,478,True,478,26,23,feature_rating,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""sarcastic""]}",True,False,,0.0,,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""sarcastic""], ""answer"": {""sarcastic"": ""1""}}",True,1496.0,,,3.39,1490.0,1540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really appreciate all the hard work you`ve put into this project.,"[""sarcastic""]"
{},False,{},1286,2023-12-17 09:46:41,False,,,DenseRatingRemnantTrial,1287,1287,True,1287,19,18,feature_rating,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""sarcastic""]}",True,False,,0.0,,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""sarcastic""], ""answer"": {""sarcastic"": ""1""}}",True,1503.0,,,8.299,2640.0,2690.0,50.0,0,default,DenseRatingRemnantTrial,Info,Thank you so much for the lovely flowers.,"[""sarcastic""]"
{},False,{},1287,2023-12-17 09:46:42,False,,,DenseRatingRemnantTrial,720,720,True,720,21,19,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""proud""], ""answer"": {""proud"": ""3""}}",True,1500.0,,,5.515,2390.0,2440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we`re actually going to Disneyland tomorrow!","[""proud""]"
{},False,{},1288,2023-12-17 09:46:45,False,,,DenseRatingRemnantTrial,943,943,True,943,26,23,feature_rating,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""sad""], ""answer"": {""sad"": ""1""}}",True,1501.0,,,3.44,1540.0,1590.0,50.0,0,default,DenseRatingRemnantTrial,Info,I can`t wait to see the movie with you later!,"[""sad""]"
{},False,{},1289,2023-12-17 09:46:45,False,,,DenseRatingRemnantTrial,1080,1080,True,1080,24,24,feature_rating,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""urgent""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""urgent""], ""answer"": {""urgent"": ""2""}}",True,1505.0,,,8.887,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!","[""urgent""]"
{},False,{},1290,2023-12-17 09:46:46,False,,,DenseRatingRemnantTrial,944,944,True,944,25,22,feature_rating,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""worried""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""worried""], ""answer"": {""worried"": ""2""}}",True,1516.0,,,16.901,1040.0,1090.0,50.0,0,default,DenseRatingRemnantTrial,Info,I can`t wait to see the movie with you later!,"[""worried""]"
{},False,{},1291,2023-12-17 09:46:49,False,,,DenseRatingRemnantTrial,804,804,True,804,22,20,feature_rating,"{""sentence"": ""I can`t wait to see the concert tonight, it`s going to be amazing!"", ""tones"": [""shocked""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the concert tonight, it`s going to be amazing!"", ""tones"": [""shocked""], ""answer"": {""shocked"": ""1""}}",True,1506.0,,,3.589,1490.0,1540.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t wait to see the concert tonight, it`s going to be amazing!","[""shocked""]"
{},False,{},1292,2023-12-17 09:46:49,False,,,DenseRatingRemnantTrial,1179,1179,True,1179,21,19,feature_rating,"{""sentence"": ""Why can`t you just pick up your own mess for once?"", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""Why can`t you just pick up your own mess for once?"", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""1""}}",True,1508.0,,,5.503,2440.0,2490.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why can`t you just pick up your own mess for once?,"[""uncertain""]"
{},False,{},1293,2023-12-17 09:46:50,False,,,DenseRatingRemnantTrial,613,613,True,613,26,23,feature_rating,"{""sentence"": ""Great to hear the news."", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""Great to hear the news."", ""tones"": [""sad""], ""answer"": {""sad"": ""1""}}",True,1507.0,,,4.455,1590.0,1640.0,50.0,0,default,DenseRatingRemnantTrial,Info,Great to hear the news.,"[""sad""]"
{},False,{},1294,2023-12-17 09:46:50,False,,,DenseRatingRemnantTrial,1732,1732,True,1732,23,21,feature_rating,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""surprised""]}",True,False,,0.0,,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""surprised""], ""answer"": {""surprised"": ""2""}}",True,1520.0,,,15.003,1090.0,1140.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I really need your help, I don`t know what else to do!","[""surprised""]"
{},False,{},1295,2023-12-17 09:46:51,False,,,DenseRatingRemnantTrial,1020,1020,True,1020,19,18,feature_rating,"{""sentence"": ""I did not break the vase, it was already cracked when I got there!"", ""tones"": [""indignant""]}",True,False,,0.0,,"{""sentence"": ""I did not break the vase, it was already cracked when I got there!"", ""tones"": [""indignant""], ""answer"": {""indignant"": ""2""}}",True,1509.0,,,4.291,2690.0,2740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I did not break the vase, it was already cracked when I got there!","[""indignant""]"
{},False,{},1296,2023-12-17 09:46:56,False,,,DenseRatingRemnantTrial,1417,1417,True,1417,24,24,feature_rating,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""descriptive""]}",True,False,,0.0,,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""descriptive""], ""answer"": {""descriptive"": ""1""}}",True,1518.0,,,8.761,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`ve missed you so much, my darling.","[""descriptive""]"
{},False,{},1297,2023-12-17 09:46:56,False,,,DenseRatingRemnantTrial,320,320,True,320,22,20,feature_rating,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""urgent""]}",True,False,,0.0,,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""urgent""], ""answer"": {""urgent"": ""1""}}",True,1514.0,,,4.738,1540.0,1590.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am most grateful for your help in this matter.,"[""urgent""]"
{},False,{},1298,2023-12-17 09:46:57,False,,,DenseRatingRemnantTrial,1340,1340,True,1340,21,19,feature_rating,"{""sentence"": ""Katie wanted to finish the meal."", ""tones"": [""admiring""]}",True,False,,0.0,,"{""sentence"": ""Katie wanted to finish the meal."", ""tones"": [""admiring""], ""answer"": {""admiring"": ""1""}}",True,1512.0,,,3.897,2490.0,2540.0,50.0,0,default,DenseRatingRemnantTrial,Info,Katie wanted to finish the meal.,"[""admiring""]"
{},False,{},1299,2023-12-17 09:46:57,False,,,DenseRatingRemnantTrial,1950,1950,True,1950,26,23,feature_rating,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""1""}}",True,1511.0,,,3.526,1640.0,1690.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I need your help immediately, I don`t know what to do!","[""joyful""]"
{},False,{},1300,2023-12-17 09:46:57,False,,,DenseRatingRemnantTrial,838,838,True,838,19,18,feature_rating,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""defensive""]}",True,False,,0.0,,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""defensive""], ""answer"": {""defensive"": ""1""}}",True,1513.0,,,3.335,2740.0,2790.0,50.0,0,default,DenseRatingRemnantTrial,Info,"We need to leave right now, the house is on fire!","[""defensive""]"
{},False,{},1301,2023-12-17 09:46:59,False,,,DenseRatingRemnantTrial,1960,1960,True,1960,15,15,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""sympathetic""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""sympathetic""], ""answer"": {""sympathetic"": ""1""}}",True,1521.0,,,5.904,3440.0,3490.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""sympathetic""]"
{},False,{},1302,2023-12-17 09:47:02,False,,,DenseRatingRemnantTrial,1002,1002,True,1002,26,23,feature_rating,"{""sentence"": ""Oh my goodness, I just can`t wait for the concert tonight!"", ""tones"": [""annoyed""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I just can`t wait for the concert tonight!"", ""tones"": [""annoyed""], ""answer"": {""annoyed"": ""1""}}",True,1522.0,,,3.497,1690.0,1740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I just can`t wait for the concert tonight!","[""annoyed""]"
{},False,{},1303,2023-12-17 09:47:03,False,,,DenseRatingRemnantTrial,596,596,True,596,19,18,feature_rating,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""relieved""]}",True,False,,0.0,,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""relieved""], ""answer"": {""relieved"": ""2""}}",True,1527.0,,,10.312,2790.0,2840.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Guess what, I just won the lottery, I can`t believe it!","[""relieved""]"
{},False,{},1304,2023-12-17 09:47:03,False,,,DenseRatingRemnantTrial,210,210,True,210,21,19,feature_rating,"{""sentence"": ""The sea shimmered in the sunlight."", ""tones"": [""thankful""]}",True,False,,0.0,,"{""sentence"": ""The sea shimmered in the sunlight."", ""tones"": [""thankful""], ""answer"": {""thankful"": ""1""}}",True,1523.0,,,3.915,2540.0,2590.0,50.0,0,default,DenseRatingRemnantTrial,Info,The sea shimmered in the sunlight.,"[""thankful""]"
{},False,{},1305,2023-12-17 09:47:04,False,,,DenseRatingRemnantTrial,696,696,True,696,22,20,feature_rating,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""encouraging""]}",True,False,,0.0,,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""encouraging""], ""answer"": {""encouraging"": ""3""}}",True,1532.0,,,13.94,1590.0,1640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"You have done exceedingly well, I am so happy.","[""encouraging""]"
{},False,{},1306,2023-12-17 09:47:05,False,,,DenseRatingRemnantTrial,493,493,True,493,25,22,feature_rating,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""joyful""], ""answer"": {""joyful"": ""3""}}",True,1524.0,,,5.436,1090.0,1140.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really appreciate all the hard work you`ve put into this project.,"[""joyful""]"
{},False,{},1307,2023-12-17 09:47:06,False,,,DenseRatingRemnantTrial,1932,1932,True,1932,10,12,feature_rating,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""excited""]}",True,False,,0.0,,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""excited""], ""answer"": {""excited"": ""2""}}",True,1537.0,,,12.442,2340.0,2390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I need your help immediately, I don`t know what to do!","[""excited""]"
{},False,{},1308,2023-12-17 09:47:07,False,,,DenseRatingRemnantTrial,1768,1768,True,1768,24,24,feature_rating,"{""sentence"": ""It is a known fact that bananas are a yellow fruit."", ""tones"": [""admiring""]}",True,False,,0.0,,"{""sentence"": ""It is a known fact that bananas are a yellow fruit."", ""tones"": [""admiring""], ""answer"": {""admiring"": ""1""}}",True,1528.0,,,6.982,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,It is a known fact that bananas are a yellow fruit.,"[""admiring""]"
{},False,{},1309,2023-12-17 09:47:08,False,,,DenseRatingRemnantTrial,369,369,True,369,23,21,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""disappointed""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""disappointed""], ""answer"": {""disappointed"": ""4""}}",True,1535.0,,,14.319,1140.0,1190.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""disappointed""]"
{},False,{},1310,2023-12-17 09:47:08,False,,,DenseRatingRemnantTrial,967,967,True,967,15,15,feature_rating,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""grateful""]}",True,False,,0.0,,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""grateful""], ""answer"": {""grateful"": ""1""}}",True,1529.0,,,8.406,3490.0,3540.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Well, I do not agree at all.","[""grateful""]"
{},False,{},1311,2023-12-17 09:47:08,False,,,DenseRatingRemnantTrial,334,334,True,334,26,23,feature_rating,"{""sentence"": ""I give my permission for you to access personal information."", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""I give my permission for you to access personal information."", ""tones"": [""reflective""], ""answer"": {""reflective"": ""1""}}",True,1525.0,,,3.824,1740.0,1790.0,50.0,0,default,DenseRatingRemnantTrial,Info,I give my permission for you to access personal information.,"[""reflective""]"
{},False,{},1312,2023-12-17 09:47:09,False,,,DenseRatingRemnantTrial,90,90,True,90,21,19,feature_rating,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""admiring""]}",True,False,,0.0,,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""admiring""], ""answer"": {""admiring"": ""1""}}",True,1526.0,,,3.696,2590.0,2640.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why are you so hostile to me?,"[""admiring""]"
{},False,{},1313,2023-12-17 09:47:12,False,,,DenseRatingRemnantTrial,938,938,True,938,25,22,feature_rating,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""grateful""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""grateful""], ""answer"": {""grateful"": ""2""}}",True,1530.0,,,4.574,1140.0,1190.0,50.0,0,default,DenseRatingRemnantTrial,Info,I can`t wait to see the movie with you later!,"[""grateful""]"
{},False,{},1314,2023-12-17 09:47:15,False,,,DenseRatingRemnantTrial,1566,1566,True,1566,26,23,feature_rating,"{""sentence"": ""Please allow me to assist with any problems you may have."", ""tones"": [""admiring""]}",True,False,,0.0,,"{""sentence"": ""Please allow me to assist with any problems you may have."", ""tones"": [""admiring""], ""answer"": {""admiring"": ""1""}}",True,1531.0,,,2.206,1790.0,1840.0,50.0,0,default,DenseRatingRemnantTrial,Info,Please allow me to assist with any problems you may have.,"[""admiring""]"
{},False,{},1315,2023-12-17 09:47:15,False,,,DenseRatingRemnantTrial,113,113,True,113,21,19,feature_rating,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""encouraging""]}",True,False,,0.0,,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""encouraging""], ""answer"": {""encouraging"": ""1""}}",True,1534.0,,,4.077,2640.0,2690.0,50.0,0,default,DenseRatingRemnantTrial,Info,Do you really expect me to believe that?,"[""encouraging""]"
{},False,{},1316,2023-12-17 09:47:16,False,,,DenseRatingRemnantTrial,83,83,True,83,19,18,feature_rating,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""happy""]}",True,False,,0.0,,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""happy""], ""answer"": {""happy"": ""1""}}",True,1533.0,,,3.314,2840.0,2890.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why are you so hostile to me?,"[""happy""]"
{},False,{},1317,2023-12-17 09:47:18,False,,,DenseRatingRemnantTrial,1779,1779,True,1779,24,24,feature_rating,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""skeptical""]}",True,False,,0.0,,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""skeptical""], ""answer"": {""skeptical"": ""1""}}",True,1541.0,,,9.061,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight.","[""skeptical""]"
{},False,{},1318,2023-12-17 09:47:19,False,,,DenseRatingRemnantTrial,687,687,True,687,15,15,feature_rating,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""reflective""], ""answer"": {""reflective"": ""4""}}",True,1549.0,,,14.616,3540.0,3590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"You have done exceedingly well, I am so happy.","[""reflective""]"
{},False,{},1319,2023-12-17 09:47:19,False,,,DenseRatingRemnantTrial,288,288,True,288,25,22,feature_rating,"{""sentence"": ""Why can`t you just do your job properly for once?"", ""tones"": [""reassuring""]}",True,False,,0.0,,"{""sentence"": ""Why can`t you just do your job properly for once?"", ""tones"": [""reassuring""], ""answer"": {""reassuring"": ""1""}}",True,1538.0,,,4.215,1190.0,1240.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why can`t you just do your job properly for once?,"[""reassuring""]"
{},False,{},1320,2023-12-17 09:47:19,False,,,DenseRatingRemnantTrial,1539,1539,True,1539,26,23,feature_rating,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""encouraging""]}",True,False,,0.0,,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""encouraging""], ""answer"": {""encouraging"": ""2""}}",True,1536.0,,,3.416,1840.0,1890.0,50.0,0,default,DenseRatingRemnantTrial,Info,Is he really coming over then?,"[""encouraging""]"
{},False,{},1321,2023-12-17 09:47:20,False,,,DenseRatingRemnantTrial,1667,1667,True,1667,22,20,feature_rating,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""reassuring""]}",True,False,,0.0,,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""reassuring""], ""answer"": {""reassuring"": ""1""}}",True,1540.0,,,4.214,1640.0,1690.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am so lost on how to solve this math equation.,"[""reassuring""]"
{},False,{},1322,2023-12-17 09:47:21,False,,,DenseRatingRemnantTrial,12,12,True,12,19,18,feature_rating,"{""sentence"": ""I just want to lie in bed all day."", ""tones"": [""indignant""]}",True,False,,0.0,,"{""sentence"": ""I just want to lie in bed all day."", ""tones"": [""indignant""], ""answer"": {""indignant"": ""1""}}",True,1539.0,,,3.63,2890.0,2940.0,50.0,0,default,DenseRatingRemnantTrial,Info,I just want to lie in bed all day.,"[""indignant""]"
{},False,{},1323,2023-12-17 09:47:21,False,,,DenseRatingRemnantTrial,1633,1633,True,1633,21,19,feature_rating,"{""sentence"": ""I`m really worried about your excessive workload, are you managing alright?"", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I`m really worried about your excessive workload, are you managing alright?"", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""3""}}",True,1543.0,,,8.84,2690.0,2740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`m really worried about your excessive workload, are you managing alright?","[""uncertain""]"
{},False,{},1324,2023-12-17 09:47:25,False,,,DenseRatingRemnantTrial,1195,1195,True,1195,23,21,feature_rating,"{""sentence"": ""It was just another day."", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""It was just another day."", ""tones"": [""sad""], ""answer"": {""sad"": ""3""}}",True,1542.0,,,5.381,1190.0,1240.0,50.0,0,default,DenseRatingRemnantTrial,Info,It was just another day.,"[""sad""]"
{},False,{},1325,2023-12-17 09:47:25,False,,,DenseRatingRemnantTrial,279,279,True,279,26,23,feature_rating,"{""sentence"": ""Why can`t you just do your job properly for once?"", ""tones"": [""concerned""]}",True,False,,0.0,,"{""sentence"": ""Why can`t you just do your job properly for once?"", ""tones"": [""concerned""], ""answer"": {""concerned"": ""2""}}",True,1544.0,,,4.701,1890.0,1940.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why can`t you just do your job properly for once?,"[""concerned""]"
{},False,{},1326,2023-12-17 09:47:26,False,,,DenseRatingRemnantTrial,1500,1500,True,1500,10,12,feature_rating,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""excited""]}",True,False,,0.0,,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""excited""], ""answer"": {""excited"": ""1""}}",True,1552.0,,,9.986,2390.0,2440.0,50.0,0,default,DenseRatingRemnantTrial,Info,I wondered if her intentions were in the right place.,"[""excited""]"
{},False,{},1327,2023-12-17 09:47:26,False,,,DenseRatingRemnantTrial,523,523,True,523,25,22,feature_rating,"{""sentence"": ""The patient was unhappy with his treatment."", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""The patient was unhappy with his treatment."", ""tones"": [""sad""], ""answer"": {""sad"": ""2""}}",True,1582.0,,,41.362,1240.0,1290.0,50.0,0,default,DenseRatingRemnantTrial,Info,The patient was unhappy with his treatment.,"[""sad""]"
{},False,{},1328,2023-12-17 09:47:27,False,,,DenseRatingRemnantTrial,1942,1942,True,1942,19,18,feature_rating,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""indignant""]}",True,False,,0.0,,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""indignant""], ""answer"": {""indignant"": ""1""}}",True,1554.0,,,11.896,2940.0,2990.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I need your help immediately, I don`t know what to do!","[""indignant""]"
{},False,{},1329,2023-12-17 09:47:27,False,,,DenseRatingRemnantTrial,329,329,True,329,22,20,feature_rating,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""curious""]}",True,False,,0.0,,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""curious""], ""answer"": {""curious"": ""1""}}",True,1545.0,,,6.829,1690.0,1740.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am most grateful for your help in this matter.,"[""curious""]"
{},False,{},1330,2023-12-17 09:47:29,False,,,DenseRatingRemnantTrial,1112,1112,True,1112,24,24,feature_rating,"{""sentence"": ""This hike is turning out to be challenging."", ""tones"": [""encouraging""]}",True,False,,0.0,,"{""sentence"": ""This hike is turning out to be challenging."", ""tones"": [""encouraging""], ""answer"": {""encouraging"": ""2""}}",True,1548.0,,,5.856,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,This hike is turning out to be challenging.,"[""encouraging""]"
{},False,{},1331,2023-12-17 09:47:32,False,,,DenseRatingRemnantTrial,955,955,True,955,23,21,feature_rating,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""surprised""]}",True,False,,0.0,,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""surprised""], ""answer"": {""surprised"": ""3""}}",True,1547.0,,,3.829,1240.0,1290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Well, I do not agree at all.","[""surprised""]"
{},False,{},1332,2023-12-17 09:47:32,False,,,DenseRatingRemnantTrial,1151,1151,True,1151,21,19,feature_rating,"{""sentence"": ""I could not have done the decorating without your help."", ""tones"": [""grateful""]}",True,False,,0.0,,"{""sentence"": ""I could not have done the decorating without your help."", ""tones"": [""grateful""], ""answer"": {""grateful"": ""5""}}",True,1551.0,,,4.045,2740.0,2790.0,50.0,0,default,DenseRatingRemnantTrial,Info,I could not have done the decorating without your help.,"[""grateful""]"
{},False,{},1333,2023-12-17 09:47:33,False,,,DenseRatingRemnantTrial,1242,1242,True,1242,26,23,feature_rating,"{""sentence"": ""I would never do that!"", ""tones"": [""friendly""]}",True,False,,0.0,,"{""sentence"": ""I would never do that!"", ""tones"": [""friendly""], ""answer"": {""friendly"": ""2""}}",True,1550.0,,,3.256,1940.0,1990.0,50.0,0,default,DenseRatingRemnantTrial,Info,I would never do that!,"[""friendly""]"
