_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,feature,feature_description,tone,tones
{},False,{},402,2023-12-15 23:08:19,False,,,DenseRatingTrial,57,57,True,57,22,19,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""disappointed""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""disappointed"", ""answer"": {""disappointed"": ""1""}}",True,575.0,,,5.418,110.0,120.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",disappointed,disappointed
{},False,{},403,2023-12-15 23:08:20,False,,,DenseRatingTrial,34,34,True,34,18,15,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""encouraging""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""encouraging"", ""answer"": {""encouraging"": ""4""}}",True,577.0,,,8.032,220.0,230.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,encouraging,encouraging
{},False,{},404,2023-12-15 23:08:23,False,,,DenseRatingTrial,95,95,True,95,16,18,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""sad""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""sad"", ""answer"": {""sad"": ""1""}}",True,589.0,,,21.896,150.0,160.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,sad,sad
{},False,{},405,2023-12-15 23:08:25,False,,,DenseRatingTrial,43,43,True,43,22,19,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""nostalgic""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""nostalgic"", ""answer"": {""nostalgic"": ""3""}}",True,579.0,,,7.75,120.0,130.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,nostalgic,nostalgic
{},False,{},406,2023-12-15 23:08:27,False,,,DenseRatingTrial,130,130,True,130,21,21,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""curious""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""curious"", ""answer"": {""curious"": ""5""}}",True,580.0,,,6.397,100.0,110.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,curious,curious
{},False,{},407,2023-12-15 23:08:29,False,,,DenseRatingTrial,158,158,True,158,18,15,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""indignant""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""indignant"", ""answer"": {""indignant"": ""2""}}",True,581.0,,,5.678,230.0,240.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,indignant,indignant
{},False,{},408,2023-12-15 23:08:33,False,,,DenseRatingTrial,41,41,True,41,13,14,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""nostalgic""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""nostalgic"", ""answer"": {""nostalgic"": ""3""}}",True,585.0,,,7.888,250.0,260.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",nostalgic,nostalgic
{},False,{},409,2023-12-15 23:08:34,False,,,DenseRatingTrial,70,70,True,70,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""anxious""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""anxious"", ""answer"": {""anxious"": ""4""}}",True,583.0,,,5.25,130.0,140.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,anxious,anxious
{},False,{},410,2023-12-15 23:08:34,False,,,DenseRatingTrial,110,110,True,110,21,21,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""admiring""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""admiring"", ""answer"": {""admiring"": ""2""}}",True,584.0,,,6.818,110.0,120.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,admiring,admiring
{},False,{},411,2023-12-15 23:08:35,False,,,DenseRatingTrial,55,55,True,55,18,15,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""angry""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""angry"", ""answer"": {""angry"": ""1""}}",True,586.0,,,7.318,240.0,250.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,angry,angry
{},False,{},412,2023-12-15 23:08:40,False,,,DenseRatingTrial,97,97,True,97,22,19,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""annoyed""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""annoyed"", ""answer"": {""annoyed"": ""1""}}",True,587.0,,,3.806,140.0,150.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",annoyed,annoyed
{},False,{},413,2023-12-15 23:08:42,False,,,DenseRatingTrial,37,37,True,37,21,21,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""thankful""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""thankful"", ""answer"": {""thankful"": ""2""}}",True,590.0,,,9.205,120.0,130.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",thankful,thankful
{},False,{},414,2023-12-15 23:08:42,False,,,DenseRatingTrial,97,97,True,97,13,14,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""annoyed""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""annoyed"", ""answer"": {""annoyed"": ""1""}}",True,601.0,,,4.922,260.0,270.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",annoyed,annoyed
{},False,{},415,2023-12-15 23:08:43,False,,,DenseRatingTrial,48,48,True,48,18,15,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""confused""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""confused"", ""answer"": {""confused"": ""1""}}",True,591.0,,,7.887,250.0,260.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,confused,confused
{},False,{},416,2023-12-15 23:08:45,False,,,DenseRatingTrial,26,26,True,26,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""appreciative""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""appreciative"", ""answer"": {""appreciative"": ""2""}}",True,593.0,,,11.56,150.0,160.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,appreciative,appreciative
{},False,{},417,2023-12-15 23:08:45,False,,,DenseRatingTrial,44,44,True,44,17,16,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""nostalgic""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""nostalgic"", ""answer"": {""nostalgic"": ""1""}}",True,605.0,,,24.195,130.0,140.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,nostalgic,nostalgic
{},False,{},418,2023-12-15 23:08:48,False,,,DenseRatingTrial,81,81,True,81,16,18,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""worried""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""worried"", ""answer"": {""worried"": ""1""}}",True,594.0,,,6.17,160.0,170.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",worried,worried
{},False,{},419,2023-12-15 23:08:52,False,,,DenseRatingTrial,7,7,True,7,21,21,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""grateful""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""grateful"", ""answer"": {""grateful"": ""4""}}",True,610.0,,,27.324,130.0,140.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,grateful,grateful
{},False,{},420,2023-12-15 23:08:52,False,,,DenseRatingTrial,90,90,True,90,18,15,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""joyful""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""joyful"", ""answer"": {""joyful"": ""4""}}",True,596.0,,,7.561,260.0,270.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,joyful,joyful
{},False,{},421,2023-12-15 23:08:57,False,,,DenseRatingTrial,68,68,True,68,22,19,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""relieved""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""relieved"", ""answer"": {""relieved"": ""3""}}",True,598.0,,,6.293,160.0,170.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,relieved,relieved
{},False,{},422,2023-12-15 23:08:58,False,,,DenseRatingTrial,112,112,True,112,16,18,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""admiring""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""admiring"", ""answer"": {""admiring"": ""4""}}",True,600.0,,,3.584,170.0,180.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,admiring,admiring
{},False,{},423,2023-12-15 23:09:01,False,,,DenseRatingTrial,58,58,True,58,18,15,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""disappointed""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""disappointed"", ""answer"": {""disappointed"": ""1""}}",True,599.0,,,4.564,270.0,280.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,disappointed,disappointed
{},False,{},424,2023-12-15 23:09:05,False,,,DenseRatingTrial,44,44,True,44,22,19,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""nostalgic""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""nostalgic"", ""answer"": {""nostalgic"": ""4""}}",True,603.0,,,4.062,170.0,180.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,nostalgic,nostalgic
{},False,{},425,2023-12-15 23:09:06,False,,,DenseRatingTrial,25,25,True,25,18,15,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""appreciative""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""appreciative"", ""answer"": {""appreciative"": ""5""}}",True,612.0,,,19.955,280.0,290.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",appreciative,appreciative
{},False,{},426,2023-12-15 23:09:07,False,,,DenseRatingTrial,56,56,True,56,16,18,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""angry""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""angry"", ""answer"": {""angry"": ""1""}}",True,611.0,,,11.048,180.0,190.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,angry,angry
{},False,{},427,2023-12-15 23:09:07,False,,,DenseRatingTrial,139,139,True,139,13,14,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""reflective""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""reflective"", ""answer"": {""reflective"": ""2""}}",True,627.0,,,33.454,270.0,280.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,reflective,reflective
{},False,{},428,2023-12-15 23:09:09,False,,,DenseRatingTrial,150,150,True,150,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""skeptical""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""skeptical"", ""answer"": {""skeptical"": ""2""}}",True,608.0,,,6.941,180.0,190.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,skeptical,skeptical
{},False,{},429,2023-12-15 23:09:11,False,,,DenseRatingTrial,5,5,True,5,23,20,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""grateful""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""grateful"", ""answer"": {""grateful"": ""4""}}",True,617.0,,,19.023,110.0,120.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",grateful,grateful
{},False,{},430,2023-12-15 23:09:11,False,,,DenseRatingTrial,156,156,True,156,17,16,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""reassuring""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""reassuring"", ""answer"": {""reassuring"": ""5""}}",True,613.0,,,14.393,140.0,150.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,reassuring,reassuring
{},False,{},431,2023-12-15 23:09:17,False,,,DenseRatingTrial,157,157,True,157,22,19,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""indignant""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""indignant"", ""answer"": {""indignant"": ""1""}}",True,616.0,,,11.592,190.0,200.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",indignant,indignant
{},False,{},432,2023-12-15 23:09:20,False,,,DenseRatingTrial,30,30,True,30,21,21,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""surprised""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""surprised"", ""answer"": {""surprised"": ""2""}}",True,614.0,,,6.609,140.0,150.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,surprised,surprised
{},False,{},433,2023-12-15 23:09:24,False,,,DenseRatingTrial,33,33,True,33,16,18,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""encouraging""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""encouraging"", ""answer"": {""encouraging"": ""5""}}",True,625.0,,,10.066,190.0,200.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",encouraging,encouraging
{},False,{},434,2023-12-15 23:09:27,False,,,DenseRatingTrial,136,136,True,136,18,15,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""urgent""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""urgent"", ""answer"": {""urgent"": ""4""}}",True,620.0,,,6.893,290.0,300.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,urgent,urgent
{},False,{},435,2023-12-15 23:09:27,False,,,DenseRatingTrial,31,31,True,31,17,16,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""surprised""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""surprised"", ""answer"": {""surprised"": ""1""}}",True,629.0,,,14.249,150.0,160.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,surprised,surprised
{},False,{},436,2023-12-15 23:09:28,False,,,DenseRatingTrial,21,21,True,21,21,21,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""irritated""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""irritated"", ""answer"": {""irritated"": ""1""}}",True,621.0,,,5.984,150.0,160.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",irritated,irritated
{},False,{},437,2023-12-15 23:09:30,False,,,DenseRatingTrial,129,129,True,129,22,19,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""curious""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""curious"", ""answer"": {""curious"": ""4""}}",True,618.0,,,3.096,200.0,210.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",curious,curious
{},False,{},438,2023-12-15 23:09:31,False,,,DenseRatingTrial,104,104,True,104,23,20,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""shocked""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""shocked"", ""answer"": {""shocked"": ""1""}}",True,631.0,,,12.563,120.0,130.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,shocked,shocked
{},False,{},439,2023-12-15 23:09:34,False,,,DenseRatingTrial,38,38,True,38,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""thankful""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""thankful"", ""answer"": {""thankful"": ""1""}}",True,623.0,,,3.631,210.0,220.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,thankful,thankful
{},False,{},440,2023-12-15 23:09:35,False,,,DenseRatingTrial,155,155,True,155,18,15,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""reassuring""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""reassuring"", ""answer"": {""reassuring"": ""4""}}",True,628.0,,,6.161,300.0,310.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,reassuring,reassuring
{},False,{},441,2023-12-15 23:09:35,False,,,DenseRatingTrial,98,98,True,98,21,21,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""annoyed""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""annoyed"", ""answer"": {""annoyed"": ""1""}}",True,626.0,,,5.508,160.0,170.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,annoyed,annoyed
{},False,{},442,2023-12-15 23:09:38,False,,,DenseRatingTrial,119,119,True,119,22,19,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""2""}}",True,630.0,,,4.311,220.0,230.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,sympathetic,sympathetic
{},False,{},443,2023-12-15 23:09:39,False,,,DenseRatingTrial,126,126,True,126,16,18,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""defensive""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""defensive"", ""answer"": {""defensive"": ""4""}}",True,635.0,,,4.778,200.0,210.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,defensive,defensive
{},False,{},444,2023-12-15 23:09:41,False,,,DenseRatingTrial,104,104,True,104,21,21,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""shocked""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""shocked"", ""answer"": {""shocked"": ""2""}}",True,638.0,,,11.732,170.0,180.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,shocked,shocked
{},False,{},445,2023-12-15 23:09:42,False,,,DenseRatingTrial,39,39,True,39,13,14,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""thankful""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""thankful"", ""answer"": {""thankful"": ""1""}}",True,632.0,,,2.671,280.0,290.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,thankful,thankful
{},False,{},446,2023-12-15 23:09:42,False,,,DenseRatingTrial,74,74,True,74,18,15,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""pleased""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""pleased"", ""answer"": {""pleased"": ""3""}}",True,636.0,,,5.931,310.0,320.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,pleased,pleased
{},False,{},447,2023-12-15 23:09:43,False,,,DenseRatingTrial,1,1,True,1,17,16,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""excited""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""excited"", ""answer"": {""excited"": ""2""}}",True,650.0,,,18.792,160.0,170.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",excited,excited
{},False,{},448,2023-12-15 23:09:43,False,,,DenseRatingTrial,126,126,True,126,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""defensive""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""defensive"", ""answer"": {""defensive"": ""4""}}",True,634.0,,,2.496,230.0,240.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,defensive,defensive
{},False,{},449,2023-12-15 23:09:44,False,,,DenseRatingTrial,152,152,True,152,23,20,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""skeptical""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""skeptical"", ""answer"": {""skeptical"": ""2""}}",True,642.0,,,9.106,130.0,140.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,skeptical,skeptical
{},False,{},450,2023-12-15 23:09:46,False,,,DenseRatingTrial,19,19,True,19,13,14,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""frustrated""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""frustrated"", ""answer"": {""frustrated"": ""1""}}",True,643.0,,,8.79,290.0,300.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,frustrated,frustrated
{},False,{},451,2023-12-15 23:09:47,False,,,DenseRatingTrial,146,146,True,146,22,19,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""resigned""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""resigned"", ""answer"": {""resigned"": ""3""}}",True,637.0,,,2.915,240.0,250.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,resigned,resigned
{},False,{},452,2023-12-15 23:09:48,False,,,DenseRatingTrial,40,40,True,40,16,18,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""thankful""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""thankful"", ""answer"": {""thankful"": ""5""}}",True,647.0,,,8.294,210.0,220.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,thankful,thankful
{},False,{},453,2023-12-15 23:09:49,False,,,DenseRatingTrial,80,80,True,80,18,15,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""desperate""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""desperate"", ""answer"": {""desperate"": ""5""}}",True,651.0,,,12.342,320.0,330.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,desperate,desperate
{},False,{},454,2023-12-15 23:09:50,False,,,DenseRatingTrial,109,109,True,109,22,19,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""admiring""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""admiring"", ""answer"": {""admiring"": ""5""}}",True,640.0,,,2.951,250.0,260.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",admiring,admiring
{},False,{},455,2023-12-15 23:09:54,False,,,DenseRatingTrial,16,16,True,16,21,21,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""happy""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""happy"", ""answer"": {""happy"": ""4""}}",True,649.0,,,6.66,180.0,190.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,happy,happy
{},False,{},456,2023-12-15 23:09:54,False,,,DenseRatingTrial,120,120,True,120,22,19,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""5""}}",True,645.0,,,3.506,260.0,270.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,sympathetic,sympathetic
